#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,car,class
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:15:40Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:15:50Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:16:00Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:16:10Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:16:20Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:16:30Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:16:40Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:16:50Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:17:00Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:17:10Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:17:20Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:17:30Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:17:40Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:17:50Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:18:00Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:18:10Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,8,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:18:20Z,0,bus_voltage_upper_limit_flag,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:32:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:33:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:33:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:33:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:33:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:33:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:33:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:34:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:34:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:34:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:34:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:34:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:34:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:35:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:35:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:35:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:35:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:35:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:35:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:36:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:36:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:36:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:36:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:36:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:36:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:37:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:37:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:37:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:37:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:37:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:37:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:38:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:38:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:38:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:38:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:38:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:38:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:39:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:39:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:39:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:39:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:39:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:39:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:40:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:40:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:40:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:40:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:40:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:40:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:41:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:42:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:43:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:50:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:50:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:50:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:51:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:52:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:53:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:54:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:55:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:56:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:57:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:58:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T22:59:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:00:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:01:50Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:00Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:10Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:20Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:30Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
,,9,2023-09-30T22:32:47.265422035Z,2023-09-30T23:32:47.265422035Z,2023-09-30T23:02:40Z,0,config_read_error,daybreak_motor_controller,Daybreak,motor_state
